,usim,manufacturer,latitude,longitude,address,facility_type,floor,notice,geometry,sigungu
0,01231322634,우리넷,37.462,126.918,서울 관악구 신림동 667-78,SKT1,[지상] 5/7층,환풍기옆 벽면.,POINT (948530.6864161714 1940469.5156257208),관악구
1,01231321743,엔티모아,37.474,126.952,서울 관악구 봉천동 1592-9,SKT1,[지상] 4/6층,분전반 옆,POINT (951545.2557711184 1941782.8009521489),관악구
2,01227587411,우리넷,35.869,128.546,대구 서구 평리동 1542-8,SKT1,[지상] 4/4층,안쪽 배풍기 옆,POINT (1094430.819558124 1764108.8685115285),서구
3,01227587886,우리넷,35.946,128.549,대구 북구 읍내동 1285-23,SKT1,[지상] 1/3층,분전반 하단벽면,POINT (1094609.9462729983 1772652.5145732653),북구
4,01227587639,우리넷,36.099,128.537,경북 칠곡군 가산면 석우리 900-1,SKT1,[지상] 1/1층,통신접지단자반 아래콘센트,POINT (1093346.9620758768 1789611.8124787842),칠곡군
5,01231322132,엔티모아,37.58,129.111,강원 동해시 대진항길 61,해양경찰청,[지상] 1층/1층층,묵호파출소 대진출장소,POINT (1142249.200819786 1954621.6087888428),동해시
6,01232971975,엔티모아,34.975,128.323,경남 고성군 고성읍 성내리 2-17,우정사업본부,[지상] 1/3층,고성우체국,POINT (1075123.8393835584 1664764.9334354554),고성군
7,01227587154,우리넷,35.976,128.555,경북 칠곡군 동명면 구덕리 734-6,SKT1,[지상] 1/1층,벽면 콘센트,POINT (1095115.124071554 1775985.9414953485),칠곡군
8,01227587389,우리넷,35.99,129.223,경북 경주시 안강읍 양월리 1357-14,SKT1,[지상] 3/3층,출입문 정면 급기 옆,POINT (1155316.8031185488 1778396.8808459237),경주시
9,01227587481,우리넷,35.892,129.05,경북 경주시 서면 아화리 389-11,SKT1,[지상] 4/4층,입구 정면 콘센트설치,POINT (1139893.4239299009 1767264.264219802),경주시
10,01227587846,우리넷,35.84,128.61,대구 수성구 중동 416-8,SKT1,[지상] 4/8층,하론앞,POINT (1100245.3405867075 1760955.9368451876),수성구
11,01227587849,우리넷,35.84,128.61,대구 수성구 중동 416-8,SKT2,[지상] 7/8층,타이머 제거 후 취부,POINT (1100245.3405867075 1760955.9368451876),수성구
12,01227587328,우리넷,35.913,128.641,대구 동구 불로동 28-3,SKT1,[지상] 4/5층,AC분전함 콘센트 장착,POINT (1102950.5909412764 1769085.2507969833),동구
13,01227579483,우리넷,35.879,128.399,대구 달성군 하빈면 하산리 1077-3,SKT1,[지상] 2/3층,기지국 실내 벽부,POINT (1081149.3772880821 1765086.0358004724),달성군
14,01227587392,우리넷,35.966,129.415,경북 포항시 남구 오천읍 세계리 857-16,SKT1,[지상] 4/4층,오천세계W 기지국,POINT (1172678.5119463115 1776057.5138782267),포항시 남구
15,01227587621,우리넷,36.119,128.124,경북 김천시 모암동 160-14,SKT1,[지상] 4/5층,화장실 입구 옆 벽면,POINT (1056155.3644647808 1791512.660479622),김천시
16,01227587626,우리넷,36.577,128.576,경북 안동시 풍산읍 하리리 234-1,SKT1,[지상] 1/2층,풍산하리W 기지국 실내입구 좌측 벽면,POINT (1096267.622598096 1842672.9559254998),안동시
17,01227587738,우리넷,36.241,128.3,경북 구미시 선산읍 완전리 200-2,SKT1,[지상] 2/3층,선산완전W,POINT (1071882.7913209198 1805161.0831410561),구미시
18,01227587438,우리넷,35.988,129.356,경북 포항시 남구 연일읍 오천리 396-27,SKT1,[지상] 4/5층,연일오천W 기지국,POINT (1167311.340500904 1778395.154521337),포항시 남구
19,01227587446,우리넷,35.843,129.181,경북 경주시 충효동 2961-3,SKT1,[지상] 1/4층,경주충효W,POINT (1151811.1653464532 1762024.3368605692),경주시
20,01227587663,우리넷,36.128,128.101,경북 김천시 부곡동 394-3,SKT1,[지상] 4/4층,김천부곡W,POINT (1054079.3381706479 1792497.8859563847),김천시
21,01227587231,우리넷,36.214,128.333,경북 구미시 고아읍 관심리 414-4,SKT1,[지상] 1/2층,고아관심W,POINT (1074873.75334417 1802191.1611200005),구미시
22,01227587614,우리넷,36.652,128.456,경북 예천군 예천읍 남본리 176-1,SKT1,[지상] 2/2층,하론소화기위쪽콘센트,POINT (1085448.343710455 1850879.283567848),예천군
23,01227587615,우리넷,36.863,129.404,경북 울진군 기성면 망양리 산 52-1,SKT1,[지상] 1/1층,기성망양X,POINT (1169722.7230077444 1875551.777568222),울진군
24,01227587792,우리넷,37.012,129.409,경북 울진군 울진읍 온양리 388-4,SKT1,[지상] 1/1층,"울진온양W, 하론 앞 벽면 설치",POINT (1169837.3466043167 1892092.1303340718),울진군
25,01227587705,우리넷,36.249,128.568,경북 군위군 군위읍 정리 376-1,SKT2,[지상] 2/2층,,POINT (1095954.4864312988 1806280.5800325205),군위군
26,01227500700,우리넷,35.9,128.867,경북 영천시 금호읍 남성리 399,SKT1,[지상] 1/1층,출입문 정면 벽면에 설치,POINT (1123363.5043294595 1767905.0908020176),영천시
27,01227587662,우리넷,36.47,128.663,경북 안동시 일직면 귀미리 1022-2,SKT1,[지상] 1/1층,일직구미 기지국 입구 우측 벽면,POINT (1104195.0549996395 1830893.9746462922),안동시
28,01227587642,우리넷,35.813,129.187,경북 경주시 율동 659-1,SKT1,[지상] 2/2층,경주율동W,POINT (1152410.446425107 1758705.8652263947),경주시
29,01227587106,우리넷,36.002,129.075,경북 영천시 고경면 가수리 237-3,SKT1,[지상] 2/2층,입구오른촉벽면,POINT (1141952.9943240713 1779502.2952128772),영천시
30,01227587721,우리넷,37.059,129.418,경북 울진군 죽변면 죽변리 418-84,SKT1,[지상] 1/1층,"죽변죽변W, 기지국 내부 왼쪽 벽면",POINT (1170532.9479584245 1897322.9388335207),울진군
31,01227587667,우리넷,36.068,129.371,경북 포항시 북구 창포동 645-2,SKT1,[지상] 2/4층,포항창포W,POINT (1168493.1648263023 1787295.6906419545),포항시 북구
32,01227587190,우리넷,35.98,128.978,경북 영천시 고경면 단포리 268-2,SKT1,[지상] 2/2층,입구왼편 벽면,POINT (1133246.8705665076 1776924.9669082619),영천시
33,01227587404,우리넷,36.549,128.733,경북 안동시 정하동 288-4,SKT1,[지상] 1/2층,안동정하W 기지국 입구 좌측 끝 벽면,POINT (1110354.5256210268 1839735.5339834734),안동시
34,01227587596,우리넷,35.867,129.221,경북 경주시 용강동 1186-3,SKT1,[지상] 3/3층,경주용강W,POINT (1155377.0533565874 1764749.4270937217),경주시
35,01227587550,우리넷,35.774,128.423,대구 달성군 논공읍 금포리 1536-5,SKT1,[지상] 2/3층,축전지옆,POINT (1083425.6516966536 1753460.0481573385),달성군
36,01227587851,우리넷,35.774,128.423,대구 달성군 논공읍 금포리 1536-5,SKT2,[지상] 3/3층,축전지옆,POINT (1083425.6516966536 1753460.0481573385),달성군
37,01227587743,우리넷,36.366,128.296,경북 상주시 낙동면 낙동리 770-3,SKT1,[지상] 1/1층,출입문 우측 하단 벽면,POINT (1071409.3139571568 1819023.5586387285),상주시
38,01227587749,우리넷,35.956,128.692,대구 동구 백안동 415-1,SKT1,[지상] 2/2층,접지단자반 밑,POINT (1107494.2016062126 1773909.8135737325),동구
39,01227587746,우리넷,36.578,128.716,경북 안동시 안기동 232-14,SKT1,[지상] 3/4층,안동안기 기지국 입구 좌측 벽면,POINT (1108792.2649573972 1842933.2058110887),안동시
40,01227587624,우리넷,36.513,128.157,경북 상주시 공검면 양정리 199-44,SKT1,[지상] 1/1층,,POINT (1058828.3514068632 1835235.7675203644),상주시
41,01227587519,우리넷,35.91,128.636,대구 동구 불로동 141,SKT1,[지상] 2/3층,AC분전반 앞,POINT (1102503.3005903955 1768747.2322069625),동구
42,01227587383,우리넷,35.91,128.636,대구 동구 불로동 141,SKT2,[지상] 3/3층,AC분전반 앞,POINT (1102503.3005903955 1768747.2322069625),동구
43,01227587330,우리넷,36.882,128.749,경북 봉화군 봉화읍 거촌리 665,SKT1,[지상] 1/1층,건물내 접지단자반 아래,POINT (1111305.0900068749 1876695.535844696),봉화군
44,01227587785,우리넷,36.678,129.44,경북 울진군 후포면 삼율리 276-8,SKT1,[지상] 1/2층,후포삼율X,POINT (1173348.2875221116 1855091.166935578),울진군
45,01227587320,우리넷,35.832,128.537,대구 달서구 본동 927-5,SKT1,[지상] 3/6층,냉방기옆 콘센트,POINT (1093661.7962839133 1759996.2620078868),달서구
46,01227587362,우리넷,35.813,128.524,대구 달서구 진천동 516-3,SKT1,[지상] 8/8층,,POINT (1092509.6432279693 1757876.475309384),달서구
47,01227509914,우리넷,35.855,128.599,대구 중구 대봉동 162-34,SKT1,[지상] 4/6층,,POINT (1099233.1878656137 1762608.4959149165),남구
48,01227579562,우리넷,35.87,128.591,대구 중구 종로1가 40-2,SKT1,[지상] 8/8층,,POINT (1098492.2452730495 1764264.18495223),중구
49,01227587572,우리넷,35.865,128.596,대구 중구 봉산동 34-16,SKT1,[지상] 8/10층,,POINT (1098949.8643540507 1763714.6406637332),중구
50,01227587025,우리넷,35.87,128.603,대구 중구 동인동2가 72,SKT1,[지상] 8/8층,,POINT (1099575.6117749454 1764276.3404323196),중구
51,01227587394,우리넷,36.732,129.475,경북 울진군 평해읍 직산리 28-1,SKT1,[지상] 1/1층,평해직산X,POINT (1176352.5772081285 1861146.1440675992),울진군
52,01227587712,우리넷,35.936,128.464,대구 달성군 하빈면 대평리 257,SKT1,[지상] 1/1층,벽면 콘센트,POINT (1086954.462569019 1771464.2649827024),달성군
53,01227587881,우리넷,35.875,128.623,대구 동구 신천동 81-2,SKT1,[지상] 6/12층,기지국 바로 출입후 하론 옆 콘센트,POINT (1101374.8551724565 1764851.4901113517),동구
54,01227587548,우리넷,35.829,128.692,대구 수성구 노변동 650,SKT1,[지하] 2/2층,출입문 인근,POINT (1107666.042311055 1759822.948505879),수성구
55,01227587475,우리넷,36.562,128.702,경북 안동시 옥동 791-2,SKT1,[지상] 7/7층,안동옥동 기지국 축전지 옆,POINT (1107561.8568827023 1841142.5349762926),안동시
56,01227587856,우리넷,35.645,128.74,경북 청도군 청도읍 고수리 510-1,SKT1,[지상] 4/4층,,POINT (1112259.8158052785 1739467.895009553),청도군
57,01227587820,우리넷,35.858,128.636,대구 수성구 범어동 205-2,SKT1,[지상] 5/5층,입구옆 판넬벽면,POINT (1102570.3399197545 1762979.425923262),수성구
58,01227587633,우리넷,36.834,129.436,경북 울진군 기성면 망양리 38,SKT1,[지상] 1/1층,"기성망양2X, 출입문 앞",POINT (1172640.7335292804 1872391.6464126473),울진군
59,01227587841,우리넷,35.817,128.752,경북 경산시 사동 589,SKT1,[지상] 3/5층,경산사동W 입구 벽면,POINT (1113102.7670893022 1758559.5850605748),경산시
60,01227587869,우리넷,35.854,128.615,대구 수성구 수성동2가 168-4,SKT1,[지상] 8/10층,뒷문입구 옆 판넬,POINT (1100679.214863665 1762513.9296040006),수성구
61,01227587114,우리넷,35.814,128.774,경북 경산시 신천동 317-1,SKT1,[지상] 1/1층,경산신천W 입구 벽면,POINT (1115094.6296217665 1758252.4683029684),경산시
62,01227587357,우리넷,35.635,128.901,경북 청도군 매전면 남양리 산 53-2,SKT1,[지상] 1/1층,,POINT (1126852.1783624003 1738554.5201060295),청도군
63,01227587527,우리넷,35.959,128.915,경북 영천시 오수동 133-18,SKT2,[지상] 2/2층,장비실 안쪽 좌측 소화설비 옆,POINT (1127600.6277638853 1774511.2840299115),영천시
64,01227587400,우리넷,36.085,128.359,경북 구미시 임은동 479-5,SKT2,[지상] 2/2층,,POINT (1077337.3574945277 1787902.7130622875),구미시
65,01227587546,우리넷,36.085,128.359,경북 구미시 임은동 479-5,SKT2,[지상] 1/2층,,POINT (1077337.3574945277 1787902.7130622875),구미시
66,01227587559,우리넷,36.11,129.347,경북 포항시 북구 흥해읍 성내리 41,SKT1,[지상] 6/7층,흥해성내,POINT (1166243.1057558663 1791913.61608189),포항시 북구
67,01227587388,우리넷,36.718,129.356,경북 울진군 온정면 소태리 466-2,SKT1,[지상] 1/1층,"온정소태X, 출입문 오른쪽 벽면",POINT (1165755.7721046328 1859380.355295471),울진군
68,01227587695,우리넷,36.719,129.394,경북 울진군 온정면 광품리 401-1,SKT1,[지상] 1/1층,"온정광품X, 출입문 오른쪽 벽면",POINT (1169147.6371169463 1859557.731014593),울진군
69,01227587578,우리넷,36.801,128.61,경북 영주시 문정동 161,SKT1,[지상] 3/4층,출입문 오른쪽 윗벽면,POINT (1099021.9840245647 1867556.6329070623),영주시
70,01227587646,우리넷,36.032,129.366,경북 포항시 북구 죽도동 15-24,SKT1,[지상] 6/6층,포항죽도2W,POINT (1168119.4082976633 1783293.4251913985),포항시 북구
71,01227587685,우리넷,36.813,128.621,경북 영주시 휴천동 642-462,SKT1,[지상] 3/4층,AC분전함 벽면,POINT (1099987.7119498127 1868899.3076584297),영주시
72,01227587817,우리넷,36.367,128.685,경북 의성군 의성읍 철파리 270-32,SKT2,[지상] 1/1층,출입구 우측,POINT (1106306.4647493172 1819492.2507739505),의성군
73,01227587509,우리넷,36.665,128.614,경북 안동시 북후면 신전리 산 71-2,SKT1,[지상] 1/1층,북후신전 기지국 책상옆,POINT (1099554.2962065695 1852473.7201192887),안동시
74,01227587822,우리넷,35.86,129.268,경북 경주시 북군동 11-1,SKT1,[지상] 8/8층,경주북군W,POINT (1159634.8168724144 1764048.653878233),경주시
75,01227587622,우리넷,35.774,129.301,경북 경주시 시래동 347-4,SKT1,[지상] 3/3층,경주시래W,POINT (1162790.2754532641 1754563.177207779),경주시
76,01227500595,우리넷,36.166,128.98,경북 청송군 현서면 무계리 산 21-14,SKT1,[지상] 1/1층,현서무계W,POINT (1133113.3073336168 1797560.2019410569),영천시
77,01227587697,우리넷,35.803,128.622,대구 달성군 가창면 용계리 12-18,SKT1,[지상] 3/4층,입구맞은편 콘크리트벽면,POINT (1101376.15913521 1756864.3300084386),달성군
78,01227587813,우리넷,35.755,128.737,경북 경산시 남천면 삼성리 292-11,SKT1,[지상] 1/1층,,POINT (1111834.4686176593 1751665.3855312725),경산시
79,01227587798,우리넷,35.791,128.841,경북 경산시 남산면 경리 448-5,SKT1,[지상] 2/2층,,POINT (1121182.7658997092 1755782.138460324),경산시
80,01231300268,우리넷,36.977,127.928,충북 충주시 교현동 616-2,SKT1,[지상] 5/5층,배터리 옆,POINT (1038093.3227912518 1886591.4714603764),충주시
81,01227587593,우리넷,35.831,128.194,경북 성주군 수륜면 신파리 62-1,SKT1,[지상] 2/4층,출입문 맞은편,POINT (1062682.2374327409 1759611.3632359079),성주군
82,01231300061,우리넷,35.114,126.78,광주 광산구 복룡동 91-24,SKT1,[지상] 2/2층,밧데리실 앞 콘센트,POINT (934389.4716695272 1680107.461911784),광산구
83,01227587483,우리넷,36.35,129.382,경북 영덕군 강구면 삼사리 9-13,SKT1,[지상] 1/1층,기지국,POINT (1168876.628631797 1818598.9586858714),영덕군
84,01231300092,우리넷,36.963,127.871,충북 충주시 대소원면 만정리 195-1,SKT1,[지상] 4/6층,충주대W 옆 벽면 설치,POINT (1033026.1732686176 1885017.1275070102),충주시
85,01227728286,우리넷,37.028,127.918,충북 충주시 동량면 용교리 592,SKT1,[지상] 2/2층,출입문 앞,POINT (1037178.4455197158 1892245.1591255357),충주시
86,01227587369,우리넷,36.926,129.261,경북 울진군 금강송면 삼근리 산 58-3,SKT1,[지상] 1/1층,"서면삼근X, 출입문 우측 벽면",POINT (1156845.4986696057 1882296.6961652786),울진군
87,01227587771,우리넷,35.911,128.816,경북 경산시 하양읍 금락리 117-20,SKT1,[지상] 5/5층,기지국오른쪽벽면/01227587771,POINT (1118744.3638527638 1769062.0311636208),경산시
88,01227587623,우리넷,36.411,129.368,경북 영덕군 영덕읍 남석리 99-11,SKT1,[지상] 3/3층,영덕남석W 기지국 기둥면,POINT (1167489.3252918539 1825341.8781965137),영덕군
89,01227587486,우리넷,36.89,128.733,경북 봉화군 봉화읍 내성리 396-3,SKT2,[지상] 2/2층,출입문 왼쪽 하단,POINT (1109867.7161300555 1877564.5039062512),봉화군
90,01231300120,우리넷,36.936,127.691,충북 음성군 음성읍 읍내리309-40,SKT1,[지상] 2/3층,,POINT (1017008.6704684305 1881974.6969070523),음성군
91,01231300129,우리넷,36.989,127.928,충북 충주시 금릉동 720,SKT1,[지상] 4/5층,축전지 옆,POINT (1038087.3405162529 1887922.6770132396),충주시
92,01227587341,우리넷,35.987,128.405,경북 칠곡군 왜관읍 왜관리 347-2,SKT2,[지상] 2/2층,출입문 옆,POINT (1081579.9423449344 1777070.147375763),칠곡군
93,01231307908,엔티모아,35.167,129.033,부산 부산진구 당감동 680-15,SKT1,[지하] 1/5층,안전수칙 아래 콘센트,POINT (1139609.6327656752 1686823.834421224),부산진구
94,01227587515,우리넷,35.987,128.405,경북 칠곡군 왜관읍 왜관리 347-2,SKT1,[지상] 1/2층,냉방기3호 옆,POINT (1081579.9423449344 1777070.147375763),칠곡군
95,01227587666,우리넷,36.516,129.432,경북 영덕군 축산면 축산리 산 5-2,SKT1,[지상] 1/1층,축산축산W 기지국,POINT (1172994.8215264874 1837103.7854263806),영덕군
96,01231307992,엔티모아,35.154,129.021,부산 부산진구 개금동 473-6,SKT1,[지상] 3/4층,출입구 들어가자 마자 왼쪽 아래,POINT (1138538.7579529057 1685365.1926444578),부산진구
97,01227587681,우리넷,36.919,128.426,충북 단양군 대강면 용부원리 산 13-1,SKT1,[지상] 5/9층,전송렉뒤 소화설비옆 벽면,POINT (1082480.162071039 1880472.2025411443),단양군
98,01227587103,우리넷,35.75,129.201,경북 경주시 내남면 이조리 1008-142,SKT1,[지상] 1/1층,입구오른편벽면,POINT (1153796.7241237385 1751739.4067565955),경주시
99,01231307479,엔티모아,35.142,129.034,부산 부산진구 가야동 464-121,SKT1,[지상] 7/9층,전산실 내부,POINT (1139743.464726124 1684052.4253126944),부산진구
100,01227587588,우리넷,36.54,129.405,경북 영덕군 영해면 성내리 512-1,SKT1,[지상] 1/1층,영해성내W 기지국,POINT (1170524.2149688022 1839718.2106303582),영덕군
101,01227587595,우리넷,35.896,128.804,경북 경산시 하양읍 대조리 27-11,SKT1,[지상] 1/1층,기지국분전반오른쪽벽면/01227587595,POINT (1117683.7394158102 1767383.679322293),경산시
102,01227587767,우리넷,35.915,128.821,경북 경산시 하양읍 금락리 480,SKT1,[지상] 3/4층,기지국우측벽면,POINT (1119189.5440533701 1769511.8111038061),경산시
103,01227587612,우리넷,35.81,129.487,경북 경주시 감포읍 전동리 688-1,SKT1,[지상] 1/1층,감포전동W,POINT (1179523.6169717922 1758881.7791937995),경주시
104,01231300574,우리넷,36.61,127.489,충북 청주시 서원구 분평동 1250-24,SKT1,[지상] 2/3층,냉방기2호기 옆,POINT (999016.2873119349 1845794.8616781796),청주시 서원구
105,01231307561,엔티모아,35.537,129.31,울산 남구 신정동 700-4,SKT2,[지상] 5/7층,출입문 우측 5m 벽면,POINT (1164088.1286270944 1728288.6759193528),남구
106,01231300006,우리넷,35.058,126.518,전남 함평군 함평읍 내교리 579,SKT2,[지상] 1/1층,출입문 전실 RMS 하단,POINT (910452.6473986623 1674100.8687065318),함평군
107,01231307607,엔티모아,35.568,129.359,울산 북구 진장동 578-1,SKT2,[지상] 1/2층,출입문 우측 대각 벽면 10m,POINT (1168465.9010859122 1731810.069517116),북구
108,01231307744,엔티모아,35.568,129.359,울산 북구 진장동 578-1,SKT2,[지상] 2/2층,출입문 우측 벽면 3m,POINT (1168465.9010859122 1731810.069517116),북구
109,01227721327,우리넷,34.768,127.696,전남 여수시 둔덕동 475-32,SKT1,[지상] 2/4층,기지국사 안쪽 벽면(통신접지 단자반 하단부),POINT (1017935.670701316 1641518.1127636614),여수시
110,01227587497,우리넷,36.008,129.336,경북 포항시 남구 효자동 133-1,SKT2,[지상] 1/2층,출입문 오른쪽 벽면,POINT (1165466.4219945148 1780579.6522320847),포항시 남구
111,01227587698,우리넷,36.235,128.565,경북 군위군 군위읍 서부리 255-14,SKT1,[지상] 3/3층,전송렉 옆 콘센트,POINT (1095702.0093024164 1804724.6639923672),군위군
112,01227587493,우리넷,36.008,129.336,경북 포항시 남구 효자동 133-1,SKT2,[지상] 2/2층,출입문 완쪽 벽면,POINT (1165466.4219945148 1780579.6522320847),포항시 남구
113,01231300018,우리넷,35.156,126.867,광주 서구 쌍촌동 237-4,SKT2,[지상] 2/2층,PM02-01/좌측벽면 7M,POINT (942347.1445743816 1684711.4567150672),서구
114,01231300028,우리넷,35.257,126.505,전남 영광군 영광읍 녹사리 609-3,SKT2,[지상] 2/2층,하론H01-02우측2M,POINT (909487.8715991692 1696182.6667320705),영광군
115,01231307735,엔티모아,35.684,127.916,경남 거창군 거창읍 대평리 1158,SKT2,[지상] 2/2층,벽면 설치,POINT (1037642.2022695784 1743165.0502823016),거창군
116,01227587600,우리넷,36.975,128.649,경북 영주시 부석면 노곡리 산 29-6,SKT1,[지상] 1/1층,축전지실 오른쪽 벽면,POINT (1102268.8754456076 1886900.8412330514),영주시
117,01227587093,우리넷,36.937,128.913,경북 봉화군 춘양면 의양리 349-6,SKT1,[지상] 2/2층,통신접지함 하딘벽,POINT (1125830.4086960026 1883001.1045742612),봉화군
118,01231300252,우리넷,36.548,127.431,충북 청주시 서원구 남이면 외천리 397-11,SKT1,[지상] 1/1층,출입문으로 들어와 우측 AC분전반 옆 하단,POINT (993824.5025115632 1838919.6460695923),청주시 서원구
119,01231307752,엔티모아,35.536,129.252,울산 남구 무거동 1005-1,SKT2,[지상] 1/2층,출입문 좌측 벽면(하론옆),POINT (1158831.4830655667 1728082.7140843628),남구
120,01231322632,우리넷,36.613,127.476,충북 청주시 서원구 분평동 1087,SKT1,[지상] 3/3층,통신접지단자반 좌측 하단(MPR장비 우측),POINT (997853.800889505 1846127.8514109985),청주시 서원구
121,01231307872,엔티모아,35.077,128.99,부산 사하구 구평동 191,SKT1,[지상] 4/7층,출입문 오른쪽,POINT (1135842.7167507326 1676782.3057259857),사하구
122,01227588061,우리넷,34.956,127.535,전남 순천시 조례동 1817-1,SKT1,[지상] 2/3층,기지국 벽면(냉방기 우측),POINT (1003195.5166736565 1662349.188788371),순천시
123,01227588053,우리넷,35.191,126.855,광주 광산구 신창동 1089-1,SKT1,[지상] 2/3층,하론소화기 옆,POINT (941279.356353048 1688600.037395544),광산구
124,01227587249,우리넷,36.012,128.707,경북 영천시 신녕면 치산리 산 141-5,SKT1,[지상] 1/1층,출입문 좌측 하단벽면,POINT (1108770.062838227 1780138.07713904),영천시
125,01227586650,우리넷,35.218,126.842,광주 광산구 쌍암동 657-2,SKT1,[지상] 6/8층,출입문 옆,POINT (940115.6475464497 1691602.158838824),광산구
126,01231307618,엔티모아,35.418,127.872,경남 산청군 금서면 매촌리 95-2,SKT2,[지상] 1/1층,,POINT (1033772.1649178562 1713647.795469895),산청군
127,01227587911,우리넷,34.934,127.489,전남 순천시 덕월동 464-2,SKT1,[지상] 3/4층,출입문 실내 좌측벽면,POINT (998995.4264915109 1659908.990580854),순천시
128,01231307976,엔티모아,35.183,129.106,부산 연제구 연산동 479-7,SKT1,[지상] 8/10층,출입문 정면 설치,POINT (1146229.6248455988 1688703.3855367359),연제구
129,01231300189,우리넷,35.196,126.838,광주 광산구 신창동 1129-2,SKT1,[지상] 6/8층,축전지실,POINT (939735.3501424198 1689164.7223781208),광산구
130,01227588033,우리넷,34.953,127.485,전남 순천시 남내동 65,SKT1,[지상] 9/9층,국사 내 W장비 앞 벽면,POINT (998630.4429781145 1662016.046193331),순천시
131,01231307972,엔티모아,35.191,129.086,부산 연제구 연산동 582-6,SKT1,[지상] 9/9층,출입문 오른쪽 냉방기 옆 설치,POINT (1144394.2676269354 1689561.4597427517),연제구
132,01227588077,우리넷,34.605,127.787,전남 여수시 돌산읍 율림리 443-4,SKT1,[지상] 1/1층,출입구앞 MAIN 분전함 하단 벽면,POINT (1026314.492801264 1623462.9009006806),여수시
133,01231300227,우리넷,37.132,128.202,충북 제천시 영천동 29,SKT1,[지상] 1/1층,분전반,POINT (1062353.4877226246 1903931.2955108888),제천시
134,01231307716,엔티모아,35.183,129.08,부산 연제구 연산동 702-9,SKT1,[지상] 15/17층,출입문 왼쪽 축전지 환풍기 위 설치,POINT (1143862.0659939484 1688665.447708133),연제구
135,01227587725,우리넷,35.844,129.233,경북 경주시 동천동 946-6,SKT1,[지상] 1/2층,경주동천W,POINT (1156505.7688516518 1762217.2237789247),경주시
136,01227587485,우리넷,35.842,128.487,대구 달서구 호산동 709-9,SKT1,[지상] 1/2층,입구 좌측 리튬축전지 옆,POINT (1089134.4651051383 1761058.7286189878),달서구
137,01231300007,우리넷,37.182,128.196,충북 제천시 신월동 579,SKT1,[지상] 6/6층,냉방기1호기 옆 벽면 콘센트,POINT (1061779.8443904056 1909474.2919564066),제천시
138,01227587471,우리넷,35.842,128.487,대구 달서구 호산동 709-9,SKT2,[지상] 2/2층,입구 우측 벽면,POINT (1089134.4651051383 1761058.7286189878),달서구
139,01227729736,우리넷,35.19,126.814,광주 광산구 장덕동 1611,SKT1,[지상] 6/7층,냉방기 앞 설치,POINT (937545.9024207782 1688514.1222671897),광산구
140,01231300316,우리넷,36.968,127.486,충북 음성군 오태로99번길 9,SKT1,[지상] 6/7층,출입문 좌측 앞,POINT (998753.813240993 1885507.5876207151),음성군
141,01227729488,우리넷,34.734,127.725,전남 여수시 봉산동 246-11,SKT2,[지상] 2/2층,정류기 RT02-01 죄측3M벽기둥,POINT (1020597.8620469959 1637753.3462794716),여수시
142,01231307795,엔티모아,35.825,127.148,전북 전주시 완산구 서노송동 578-5,SKT1,[지상] 10/10층,기지국내 콘센트,POINT (968205.0703135495 1758780.8250016),전주시 완산구
143,01231307748,엔티모아,34.975,128.331,경남 고성군 고성읍 동외리 180-1,SKT2,[지상] 2/2층,출입구 정면에서 안쪽으로 정류기 뒷편 설치,POINT (1075854.1008889126 1664770.9758743823),고성군
144,01227587031,우리넷,34.734,127.725,전남 여수시 봉산동 246-11,SKT2,[지상] 1/2층,축전지BA01-02우측3M벽,POINT (1020597.8620469959 1637753.3462794716),여수시
145,01231316267,엔티모아,36.784,127.005,충남 아산시 온천동 299-10,SKT2,[지상] 2/3층,출입문 좌측하단,POINT (955832.4203978458 1865210.4517923861),아산시
146,01227723476,우리넷,33.248,126.569,제주특별자치도 서귀포시 서귀동 251-1,SKT1,[지상] 12/13층,출입문 옆,POINT (913272.4510293474 1473352.1129299924),서귀포시
147,01231300551,우리넷,36.484,127.717,충북 보은군 보은읍 삼산리 156-34,SKT1,[지상] 3/4층,출입문 앞 콘센트 설치,POINT (1019437.5035384417 1831840.1687812717),보은군
148,01231300144,우리넷,36.784,127.005,충남 아산시 온천동 299-10,SKT2,[지상] 3/3층,장비실끝 벽면하단,POINT (955832.4203978458 1865210.4517923861),아산시
149,01231300067,우리넷,33.265,126.567,제주특별자치도 서귀포시 동홍동 1137-12,SKT1,[지상] 1/4층,출입문 옆,POINT (913102.9664837687 1475238.5744440705),서귀포시
150,01231300022,우리넷,33.263,126.616,제주특별자치도 서귀포시 하효동 147-10,SKT1,[지상] 1/4층,출입문 옆,POINT (917664.9634248518 1474977.13712996),서귀포시
151,01231300083,우리넷,35.19,126.824,광주 광산구 수완동 1424,SKT1,[지상] 7/9층,하론소화기 옆,POINT (938456.3264228707 1688507.8859289018),광산구
152,01231307572,엔티모아,34.867,128.442,경남 통영시 용남면 동달리 851-2,SKT2,[지상] 2/2층,출입문 왼쪽 통신접지단자반 아래,POINT (1086099.2689552188 1652883.652090387),통영시
153,01231307533,엔티모아,34.867,128.442,경남 통영시 용남면 동달리 851-2,SKT2,[지상] 1/2층,출입구 우측 축전지 뒤 설치,POINT (1086099.2689552188 1652883.652090387),통영시
