,usim,manufacturer,latitude,longitude,address,facility_type,floor,notice,geometry,sigungu
2026,01231322713,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 10/40층,SK T타워 10F 동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2027,01231323051,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 7/40층,SK T타워 07F 동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2028,01231323119,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 1/40층,SK T타워 01F 동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2029,01231323133,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지하] B1/40층,SK T타워 B1F 동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2030,01231322582,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B2/40층,SK T타워 B2F B홀배식대,POINT (954519.0492628361 1951973.1976093235),중구
2031,01231323076,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B4/40층,SK T타워 B4F 북동측,POINT (954519.0492628361 1951973.1976093235),중구
2032,01231300184,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B6/40층,SK T타워 B6F 동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2033,01231316438,엔티모아,37.344,127.928,강원 원주시 단계동 875,SKT1,[지하] 1/7층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2034,01231321751,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지하] 1/9층,중앙통제실,POINT (1145933.1907695266 1690140.8632979463),동래구
2035,01231321724,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 1/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2036,01231321490,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 2/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2037,01231321759,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 3/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2038,01231321641,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 4/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2039,01231321987,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 5/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2040,01231321945,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 6/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2041,01231321927,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지상] 7/9층,로비,POINT (1145933.1907695266 1690140.8632979463),동래구
2042,01231321884,엔티모아,35.196,129.103,부산 동래구 안락동 606-1,SKT1,[지하] 2/9층,기계실,POINT (1145933.1907695266 1690140.8632979463),동래구
2043,01231300304,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 33/40층,SK T타워 33F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2044,01231300147,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 32/40층,SK T타워 32F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2045,01231300053,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 31/40층,SK T타워 31F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2046,01227587728,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 30/40층,SK T타워 30F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2047,01231300319,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 27/40층,SK T타워 27F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2048,01231300200,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 26/40층,SK T타워 26F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2049,01231300212,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 25/40층,SK T타워 25F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2050,01231300247,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 24/40층,SK T타워 24F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2051,01231316282,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 23/40층,SK T타워 23F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2052,01231300178,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 21/40층,SK T타워 21F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2053,01231300162,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 20/40층,SK T타워 20F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2054,01231300298,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 19/40층,SK T타워 19F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2055,01227587997,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 18/40층,SK T타워 18F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2056,01231300186,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 17/40층,SK T타워 17F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2057,01231316261,엔티모아,37.266,127.399,경기도 서이천로 481-28,SKT2,[지상] 1/4층,창조관 1층,POINT (991044.8173859135 1918571.0380564756),이천시
2058,01227722346,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 15/40층,SK T타워 15F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2059,01231321221,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 14/40층,SK T타워 14F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2060,01231323043,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 13/40층,SK T타워 13F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2061,01231322393,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 12/40층,SK T타워 12F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2062,01231322902,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 11/40층,SK T타워 11F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2063,01231323001,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 10/40층,SK T타워 10F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2064,01231322957,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 09/40층,SK T타워 09F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2065,01231322978,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 08/40층,SK T타워 08F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2066,01227722316,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 07/40층,SK T타워 07F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2067,01231322934,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 06/40층,SK T타워 06F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2068,01231322971,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 05/40층,SK T타워 05F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2069,01231323017,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 04/40층,SK T타워 04F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2070,01231323020,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 03/40층,SK T타워 03F 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2071,01231322892,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 02/40층,SK T타워 02F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2072,01231322766,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT2,[지상] 01/40층,SK T타워 01F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2073,01231322840,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B1/40층,SK T타워 B1F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2074,01227717464,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B2/40층,SK T타워 B2F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2075,01231322513,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B3/40층,SK T타워 B3F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2076,01231322825,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B4/40층,SK T타워 B4F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2077,01231322680,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B6/40층,SK T타워 B6F EPS실,POINT (954519.0492628361 1951973.1976093235),중구
2078,01231316273,엔티모아,37.344,127.928,강원도 원주시 서원대로 149,SKT1,[지하] 2층/7층층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2079,01231321888,엔티모아,37.344,127.928,강원도 원주시 서원대로 149,SKT2,[지상] 5층/7층층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2080,01231315997,엔티모아,37.344,127.928,강원도 원주시 서원대로 149,SKT1,[지상] 4층/7층층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2081,01231316412,엔티모아,37.344,127.928,강원도 원주시 서원대로 149,SKT2,[지상] 3층/7층층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2082,01231316373,엔티모아,37.344,127.928,강원도원주시 서원대로 149,SKT1,[지상] 2층/7층층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2083,01231316264,엔티모아,37.344,127.928,강원도원주시 서원대로 149,SKT1,[지상] 1층/7층층,Eps실,POINT (1037909.6079555937 1927305.3895078755),원주시
2084,01231323103,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 4/40층,SKT4층동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2085,01231322855,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] 3/40층,SKT B3F 동측비상계단,POINT (954519.0492628361 1951973.1976093235),중구
2086,01231322793,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지하] B5/40층,SKT B5층 북동측벽체,POINT (954519.0492628361 1951973.1976093235),중구
2087,01231300023,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 28/40층,SKT타워 28층 통신실,POINT (954519.0492628361 1951973.1976093235),중구
2088,01231322053,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] 7/11층,7층 테스트 베드 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2089,01231321680,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] 6/11층,6층 교환실 학교측 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2090,01231322060,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] 5/11층,5층 운영실 학교측 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2091,01231321956,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] 4/11층,4층 교환실 축전지실앞 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2092,01231321940,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] 3/11층,3층 교환실 축전지실앞 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2093,01231321989,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT2,[지상] 2/11층,2층 정류기실 학교측 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2094,01231321681,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT2,[지상] 1/11층,1층 미화대기실 창고 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2095,01231316350,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] B1/11층,B1층 중앙통제실 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2096,01231322035,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] B2/11층,B2층 지하주차장 부계단 출입문 옆 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2097,01231321968,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] B3/11층,B3층 지하주차장 부계단 출입문 옆 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2098,01231322069,엔티모아,36.313,127.431,대전 중구 부사동 137-5,SKT1,[지상] B4/11층,B4층 기계실 수변전실 출입문 옆 벽면 콘센트,POINT (993805.8606538137 1812852.8260514003),중구
2099,01231322953,우리넷,37.566,126.985,서울 중구 을지로2가 11,SKT1,[지상] 22/40층,SK T타워 22F 동측 비상 계단,POINT (954519.0492628361 1951973.1976093235),중구
2100,01231321442,엔티모아,37.266,127.399,경기도 서이천로 481-28,SKT1,[지상] 1/4층,경영관 1층 주차장 기둥,POINT (991044.8173859135 1918571.0380564756),이천시
2101,01231316094,엔티모아,37.267,127.398,경기도 이천시 마장면 목리 63-1,SKT1,[지상] 5/8층,패기관 5층,POINT (990956.2717751436 1918682.0714637365),이천시
2102,01231315962,엔티모아,35.798,127.117,전북 전주시 완산구 삼천동1가 602,SKT1,[지상] 1/3층,PS&M4대리점 삼천점,POINT (965393.2229021289 1755796.7157741874),전주시 완산구
2103,01231315843,엔티모아,35.18,126.817,광주 광산구 신가동 1295,SKT1,[지상] 1층/4층,PSNM수완점&출입문앞,POINT (937811.4115947708 1687403.2191578175),광산구
2104,01231316054,엔티모아,35.021,126.785,전남 나주시 빛가람동 189-2,SKT1,[지상] 1/6층,나주혁신점,POINT (934771.1575765638 1669790.443031683),나주시
2105,01231315799,엔티모아,35.958,126.975,전북 익산시 무왕로 1071,SKT1,[지상] 1/8층,익산tps점,POINT (952657.7138816416 1773602.3987789806),익산시
2106,01231316027,엔티모아,35.121,126.865,광주광역시 서구 풍금로 12,SKT2,[지상] 1층/3층층,PS&M4 광주풍암점,POINT (942140.2240178605 1680831.0804885721),서구
2107,01231316049,엔티모아,35.191,126.836,광주 광산구 신창동 1273-1,SKT1,[지상] 1층/5층,PS&M 신창점,POINT (939549.5751035507 1688611.4254325207),광산구
2108,01231315790,엔티모아,35.178,126.875,광주 북구 운암동 357-8,SKT1,[지상] 1층/3층층,"광주 운암점 하단부 ,출입문 앞",POINT (943091.1140579492 1687146.683578196),북구
2109,01231316276,엔티모아,35.813,127.102,우전로212,SKT1,[지상] 1/5층,ps신시가지점 시연대위 설치,POINT (964044.6204073767 1757465.7971756626),전주시 완산구
2110,01231322453,엔티모아,35.148,126.847,광주 서구 치평동 1177-2,SKT1,[지상] 1/6층,PS&M4 상무역점,POINT (940519.7210136091 1683836.0168522748),서구
2111,01231316084,엔티모아,35.945,126.943,전북 익산시 모현동1가 274-14,SKT1,[지상] 1층/4층층,모현점,POINT (949763.8312790656 1772176.4987788089),익산시
2112,01231315477,엔티모아,34.731,127.721,여수시 어항로 31,SKT1,[지상] 1층/2층층,,POINT (1020232.408277876 1637419.8594227633),여수시
2113,01231322387,엔티모아,35.148,126.914,광주 동구 충장로3가 33-3,SKT1,[지상] 1/3층층,,POINT (946622.6745513555 1683798.0272348123),동구
2114,01231316198,엔티모아,34.971,127.609,전남 광양시 광양읍 용강리 896-1,SKT1,[지상] 1/4층,,POINT (1009949.9403408393 1664017.4871901826),광양시
2115,01231316365,엔티모아,33.519,126.571,일주동로250,SKT2,[지상] 1/2층,PS&M제주화북점(콘크리트 가용벽면 없어 일반 벽면설치),POINT (913726.8562405922 1503396.9653878566),제주시
2116,01227587374,우리넷,35.112,129.016,구덕로328번길 4,SKT2,[지상] 1/4층,,POINT (1138154.2487249868 1680699.942947558),서구
2117,01231316317,엔티모아,35.963,126.717,전북 군산시 수송동 858,SKT1,[지상] 1/6층,수송본점/매장 가벽밖에 없어 가장자리에 설치,POINT (929396.4337027762 1774312.9296145379),군산시
2118,01231316022,엔티모아,35.826,127.166,전라북도 전주시 덕진구 아중로 157,SKT1,[지상] 1/4층,인후직영점,POINT (969831.3318511968 1758886.0398968137),전주시 덕진구
2119,01231316288,엔티모아,34.973,127.493,삼산로93,SKT1,[지상] 1층/3층층,PS4대리점 용당점 .출입문쪽설치,POINT (999361.0286697559 1664233.8762832875),순천시
2120,01231322038,엔티모아,37.267,127.001,매산로1가 16-5,SKT1,[지상] 1층/3층층,PSNM수원역점/이이지월 오른쪽에 설치,POINT (955756.5185382853 1918793.8615939142),수원시 팔달구
2121,01231321657,엔티모아,35.15,126.847,광주광역시 서구 상무중앙로 35,SKT1,[지상] 1층/5층층,PSNM상무점 에어컨 옆 설치,POINT (940521.1763931342 1684057.8196079857),서구
2122,01231315958,엔티모아,35.794,127.117,거마평로 24,SKT1,[지상] 1/3층,삼천2호점 쇼케이스 앞 기둥,POINT (965391.4882909053 1755353.0692496395),전주시 완산구
2123,01231316312,엔티모아,35.82,127.146,팔달로 203,SKT1,[지상] 1/3층,고사중앙점 출입문 앞 기둥콘센트 설치,POINT (968022.4112007616 1758226.916446603),전주시 완산구
2124,01231321827,엔티모아,36.834,127.135,부성1길 3,SKT1,[지상] 1층/4층층,PS&M 두정본점 (출입문 근처),POINT (967453.2100794493 1870704.8386232576),천안시 서북구
2125,01231322209,엔티모아,36.773,127.069,충남 아산시 배방읍 북수리 1198,SKT1,[지상] 1/4층,,POINT (961537.513399167 1863962.5885917107),아산시
2126,01231322272,엔티모아,36.782,127.005,충남 아산시 충무로 22 1층 106호,SKT1,[지상] 1층/5층층,ps&m아산온천점 출입문 옆,POINT (955831.2726524434 1864988.5910462977),아산시
2127,01227587358,우리넷,35.157,129.113,부산 수영구 광안동 142-17,SKT1,[지상] 1/4층,PS&M 광안역점,POINT (1146913.8212849612 1685829.9355729239),수영구
2128,01227587372,우리넷,35.129,129.047,부산 동구 수정동 197-4,SKT2,[지상] 1/3층,수정직영점 매장 안쪽,POINT (1140950.239415205 1682628.8974189113),동구
2129,01227587864,우리넷,35.225,129.148,부산 해운대구 아랫반송로21번길 8,SKT1,[지상] 1/4층,반송점,POINT (1149976.8986739176 1693424.4277860087),해운대구
2130,01227587653,우리넷,35.106,128.968,부산 사하구 하단동 534-13,SKT1,[지상] 1/7층,,POINT (1133789.4480324115 1679968.9423472418),사하구
2131,01227587910,우리넷,35.215,129.103,부산시 금정구 서동로 149번길 3,SKT1,[지상] 1/2층,Ps&M서동2호점&매장벽면설치,POINT (1145899.1910649403 1692248.2414988817),금정구
2132,01227587089,우리넷,35.196,129.061,부산 동래구 사직동 93-6,SKT1,[지상] 1/1층,피에스엔마케팅 사직점,POINT (1142109.2892290002 1690079.99273843),동래구
2133,01231322909,우리넷,36.026,129.34,경북 포항시 남구 이동 661-4,SKT1,[지상] 1/1층,포항이동점 출입문 입구쪽,POINT (1165789.2336393076 1782583.2430891206),포항시 남구
2134,01231322065,엔티모아,37.487,126.981,동작대로123,SKT1,[지상] 1/3층,이수역점,POINT (954117.4354020901 1943210.5391811973),동작구
2135,01231322147,엔티모아,36.783,127.152,"충남 천안시 동남구 청수4로 16, 바젤9프라자 1층",SKT2,[지상] 1/9층,D151450337,POINT (968948.5054818444 1865041.7413468743),천안시 동남구
2136,01231300336,우리넷,36.037,129.363,경북 포항시 북구 대흥동 561-1,SKT1,[지상] 1/5층,D151440267,POINT (1167838.4768210102 1783842.9161998273),포항시 북구
2137,01227587164,우리넷,35.154,129.06,부전동205-1번지,SKT2,[지상] 1층/5층층,PS서면태화점 출입문앞,POINT (1142091.328376935 1685420.202566246),부산진구
2138,01227587603,우리넷,35.171,128.982,부산 사상구 덕포동 421-9,SKT2,[지상] 1/2층,덕포직영점 매장 내부 안,POINT (1134958.1165403987 1687197.0765222649),사상구
2139,01231321886,엔티모아,37.569,126.989,종로 110,SKT2,[지상] 1층/1층층,PS종로2가점,POINT (954874.1116931947 1952304.1044113208),종로구
2140,01227587680,우리넷,35.135,129.1,부산 남구 용소로 19,SKT1,[지상] 1층/7층층,경성대2호점 cs석옆,POINT (1145768.8980731547 1683370.7132275077),남구
2141,01227587659,우리넷,35.21,129.007,만덕대로20,SKT1,[지상] 1층/5층층,출입문바로 안쪽설치,POINT (1137169.3327263242 1691556.8874377233),북구
2142,01227587804,우리넷,35.531,129.307,울산 남구 신정동 1873,SKT2,[지상] 4/6층,피에스앤마케팅,POINT (1163828.3330102377 1727618.1398040103),남구
2143,01227587730,우리넷,35.231,129.088,부산대학로 22,SKT2,[지상] 1/4층,,POINT (1144505.4517750368 1694000.945809895),금정구
2144,01227587650,우리넷,35.539,129.337,삼산로275,SKT2,[지상] 1/8층,PS삼산점,POINT (1166531.9886913847 1728555.8243845743),남구
2145,01227587567,우리넷,35.163,129.161,부산 해운대구 중동1로17,SKT1,[지상] 1층/7층,Psnm해운대 직원실근처,POINT (1151275.0114034405 1686567.3770980812),해운대구
2146,01231321468,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 20층/20층,20층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2147,01231321393,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 19층/20층,19층 EL홀 북측출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2148,01231321569,엔티모아,37.556,126.976,서울 중구 남대문로5가 267,SKT1,[지상] 18층/20층,18층 EL홀 북측 출입문 좌측 콘센트,POINT (953718.0452964326 1950868.1414747632),중구
2149,01231321354,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 17층/20층,17층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2150,01231320755,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT2,[지상] 16층/20층,16층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2151,01231314720,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 15층/20층,15층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2152,01231315645,엔티모아,37.496,127.039,서울 강남구 역삼동 734-17,SKT1,[지상] 1층/5층층,PSNM역삼역점,POINT (959249.8873525201 1944182.3421168546),강남구
2153,01227587577,우리넷,35.15,129.024,개금동 554-1,SKT1,[지상] 1층/4층,개금직영점,POINT (1138818.8275723115 1684925.7254207097),부산진구
2154,01231316348,엔티모아,33.248,126.564,제주특별자치도 서귀포시 서귀동 273-8,SKT1,[지상] 1층/4층,PS&M제주서귀포점,POINT (912806.6581040401 1473356.2740778676),서귀포시
2155,01231316232,엔티모아,37.59,127.009,서울 성북구 동소문동4가 33,SKT2,[지상] 1층/2층층,,POINT (956652.4793805915 1954624.5369256658),성북구
2156,01231321792,엔티모아,37.276,127.016,팔달로3가89,SKT1,[지상] 1층/5층,psnm남문점,POINT (957091.5994604212 1919785.4076821445),수원시 팔달구
2157,01231322105,엔티모아,37.281,127.112,경기 용인시 기흥구 구갈동 351-1,SKT1,[지상] 1/10층,기흥점/안쪽벽면,POINT (965604.6711325222 1920300.878023047),용인시 기흥구
2158,01227587491,우리넷,35.161,129.063,부산 부산진구 전포동 878-20,SKT1,[지상] 1/2층,전포점 TV옆,POINT (1142352.4051400858 1686200.8835514812),부산진구
2159,01231322036,엔티모아,37.538,127.124,천호대로1012,SKT1,[지상] 1/5층,T센터 천호사거리점 고객응대 테이블설치,POINT (966782.1195129895 1948808.5657404566),강동구
2160,01231322548,엔티모아,37.414,126.676,먼우금로 194,SKT1,[지상] 1/12층,하단콘센트,POINT (927082.4656761623 1935303.9052598237),연수구
2161,01231316092,엔티모아,37.604,127.023,서울 성북구 길음동 531-22,SKT1,[지상] 1/4층,PSNM길음역점,POINT (957896.3545092436 1956171.4042427335),성북구
2162,01231321497,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT2,[지상] 14층/20층,14층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2163,01231321175,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 13층/20층,13층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2164,01231321325,엔티모아,37.556,126.976,서울 중구 남대문로5가 267,SKT1,[지상] 12층/20층,12층 EL홀 북측 출입문 좌측 콘센트,POINT (953718.0452964326 1950868.1414747632),중구
2165,01231321667,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT2,[지상] 11층/20층,11층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2166,01227587208,우리넷,35.155,129.06,부산 부산진구 부전동 185,SKT1,[지상] 1층/8층,sk 서면4호직영점,POINT (1142089.5891681279 1685531.1155652476),부산진구
2167,01231321671,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 10층/20층,10층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2168,01231321545,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 9층/20층,9층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2169,01231321109,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 8층/20층,8층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2170,01231321148,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 7층/20층,7층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2171,01231321417,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 6층/20층,6층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2172,01231321491,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT2,[지상] 5층/20층,5층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2173,01231321259,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 4층/20층,4층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2174,01231315943,엔티모아,37.216,126.958,경기 화성시 봉담읍 동화리 599-2,SKT1,[지상] 1/10층,PS&M봉담점,POINT (951911.5334479332 1913156.9396406738),화성시
2175,01227587262,우리넷,35.196,129.103,부산 동래구 안락동 606-1,SKT2,[지상] 1/7층,1층 동래지정 피에스앤마케팅 D151440249,POINT (1145933.1907695266 1690140.8632979463),동래구
2176,01231321204,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 3층/20층,3층 EL홀 북측 출입문 좌측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2177,01231321453,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 2층/20층,2층 EL홀 북측 복도 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2178,01231321631,엔티모아,37.556,126.975,서울 중구 남대문로5가 267,SKT1,[지상] 1층/20층,1층 EL홀 남측 스피드게이트 우측 콘센트,POINT (953629.7203143633 1950868.6343288918),중구
2179,01231322061,엔티모아,37.463,126.68,인천 미추홀구 주안동 227-35,SKT1,[지상] 1층/3층층,"주안역점 , 창고밖 벽면",POINT (927483.7407666035 1940737.099051343),미추홀구
