usim	manufacturer	latitude	longitude	address	facility_type	floor	notice
01232970954 (6243)	우리넷	34.896	128.686	"경상남도 거제시 진목로 1 (옥포동, 거제소방서)"	SKT1	[지상] 1/3층	옥포119안전센터
01232971009 (6244)	우리넷	35.384	128.822	"경상남도 밀양시 삼랑진읍 삼랑진로 16-3 (삼랑진읍, 밀양소방서 삼랑진119안전센터)"	SKT2	[지상] 1/1층	삼랑진119안전센터
01232971070 (6245)	우리넷	36.273	128.892	"경상북도 청송군 현서면 금성현서로 2487 (현서면, 현서119지역대)"	SKT1	[지상] 1/2층	현서119지역대
01232971099 (6246)	우리넷	35.85	127.082	전라북도 전주시 덕진구 온고을로 430 (만성동)	SKT1	[지상] 2/2층	팔복119안전센터
01232971132 (6247)	우리넷	37.471	126.845	"경기도 광명시 목감로 34 (광명동, 광남소방파출소)"	SKT1	[지상] 2/2층	광남119안전센터
01232971226 (6248)	우리넷	35.151	128.658	경남 창원시 진해구 대흥동 3-2	SKT1	[지상] 2/3층	대흥119안전센터
01232972521 (6249)	엔티모아	35.808	128.619	대구 수성구 파동 494-3	SKT1	[지상] 2/2층	상동119안전센터
01232972660 (6250)	엔티모아	35.871	128.589	"대구광역시 중구 경상감영길 45 (서문로1가, 서문로119안전센터)"	SKT1	[지상] 2/4층	서문로119안전센터
01232973216 (6251)	엔티모아	35.227	126.994	"전라남도 담양군 고서면 창평현로 398 (고서면, 고서119지역대)"	SKT1	[지상] 1/2층	고서119안전센터
01232973347 (6252)	엔티모아	35.227	126.994	"전라남도 담양군 고서면 창평현로 398 (고서면, 고서119지역대)"	SKT1	[지상] 2/2층	고서119안전센터
01231315903 (6253)	엔티모아	37.687	127.04	서울 도봉구 도봉산길 40	SKT1	[지상] 1/3층	도봉119안전센터
01231321713 (6254)	엔티모아	37.679	127.055	"서울특별시 노원구 동일로 1694 (상계동, 수락119안전센터)"	SKT1	[지상] 1/3층	수락119안전센터
01232972630 (6255)	엔티모아	37.633	126.912	서울 은평구 진관동 54	SKT1	[지상] 1/6층	119소방학교 본관동
01231315595 (6256)	엔티모아	37.564	127.015	서울 중구 무학동 43	SKT1	[지상] 2/3층	무학119안전센터
01231307996 (6257)	엔티모아	37.51	127.066	"서울특별시 강남구 테헤란로 629 (삼성동, 강남소방서)"	SKT1	[지상] 1/5층	삼성119안전센터
01231315969 (6258)	엔티모아	37.474	127.049	"서울특별시 강남구 논현로10길 19 (개포동, 개포119안전센터)"	SKT1	[지상] 1/2층	개포119안전센터
01231315707 (6259)	엔티모아	37.497	126.904	"서울특별시 영등포구 도림로 212 (신길동, 대림119안전센터)"	SKT1	[지상] 1/3층	대림119안전센터
01231315873 (6260)	엔티모아	37.53	126.872	서울 양천구 목동 919-6	SKT1	[지상] 1/4층	양천소방서 현장대응단
01231315807 (6261)	엔티모아	37.51	126.847	"서울특별시 양천구 신정로 238 (신정동, 양천소방서 신트리119안전센터)"	SKT1	[지상] 1/4층	신트리119안전센터
01231316112 (6262)	엔티모아	37.475	126.916	"서울특별시 관악구 난곡로 243 (신림동, 난곡119안전센터)"	SKT1	[지상] 1/3층	난곡119안전센터
01232970877 (6263)	우리넷	37.658	126.622	"경기도 김포시 양촌읍 양곡1로 85 (양촌읍, 김포소방서)"	SKT1	[지상] 1/3층	양촌119안전센터
01232971182 (6264)	우리넷	37.658	126.622	"경기도 김포시 양촌읍 양곡1로 85 (양촌읍, 김포소방서)"	SKT1	[지상] 1/3층	양촌119안전센터
01231329809 (6266)	우리넷	38.157	127.25	"경기도 포천시 관인면 관인로 14 (관인면, 관인면사무소)"	SKT1	[지상] 1/1층	관인119지역대
01232970883 (6267)	우리넷	37.933	127.227	"경기도 포천시 신북면 호국로 2066 (신북면, 신북소방서)"	SKT1	[지상] 1/2층	신북지역대
01232970729 (6268)	우리넷	37.933	127.227	"경기도 포천시 신북면 호국로 2066 (신북면, 신북소방서)"	SKT1	[지상] 1/2층	신북지역대
01227721428 (6269)	우리넷	37.872	127.223	"경기도 포천시 군내면 용두로 89 (군내면, 포천소방서군내파견소)"	SKT1	[지상] 1/2층	군내지역대
01231328985 (6270)	우리넷	37.872	127.223	"경기도 포천시 군내면 용두로 89 (군내면, 포천소방서군내파견소)"	SKT2	[지상] 1/2층	군내지역대
01232970712 (6271)	우리넷	37.855	127.165	경기도 포천시 선단동 423-3	SKT1	[지상] 1/1층	선단119안전센터
01232970116 (6272)	우리넷	37.855	127.165	경기도 포천시 선단동 423-3	SKT2	[지상] 2/2층	선단119안전센터
01231329899 (6273)	우리넷	37.836	127.131	경기도 포천시 소흘읍 송우로 182 (소흘읍)	SKT2	[지상] 1/2층	소흘119안전센터
01231329928 (6274)	우리넷	37.836	127.131	경기 포천시 소흘읍 송우리 576-1	SKT1	[지상] 1/3층	소흘119안전센터
01231329945 (6275)	우리넷	37.79	127.23	"경기도 포천시 내촌면 내촌로 120 (내촌면, 내촌소방서)"	SKT1	[지상] 1/2층	내촌119안전센터
01232970231 (6276)	우리넷	37.79	127.231	경기도 포천시 내촌면 내촌로 120-1 (내촌면)	SKT1	[지상] 1/2층	내촌119안전센터
01232970496 (6277)	우리넷	37.823	127.516	"경기도 가평군 가평읍 가화로 36 (가평읍, 가평소방서)"	SKT2	[지상] 1/3층	가평119안전센터
01231329782 (6278)	우리넷	37.5	127.507	"경기도 양평군 양평읍 경강로 2047 (양평읍, 양평소방서)"	SKT2	[지상] 1/3층	공흥119안전센터
01231329731 (6279)	우리넷	37.5	127.507	"경기도 양평군 양평읍 경강로 2047 (양평읍, 양평소방서)"	SKT1	[지상] 3/3층	공흥119안전센터
01232970926 (6280)	우리넷	37.48	127.478	"경기도 양평군 강상면 송학길 54 (강상면, 강상119안전센터)"	SKT2	[지상] 1/2층	강상119안전센터
01232970170 (6281)	우리넷	37.48	127.478	"경기도 양평군 강상면 송학길 54 (강상면, 강상119안전센터)"	SKT2	[지상] 2/2층	강상119안전센터
01232970585 (6283)	우리넷	37.539	127.22	"경기도 하남시 대청로 76 (신장동, 하남소방서)"	SKT1	[지상] 1/3층	신장119안전센터
01232971198 (6284)	우리넷	37.399	127.113	"경기도 성남시 분당구 대왕판교로644번길 62 (삼평동, 분당소방서)"	SKT1	[지상] 1/2층	판교119안전센터
01232970924 (6285)	우리넷	37.399	127.113	"경기도 성남시 분당구 대왕판교로644번길 62 (삼평동, 분당소방서)"	SKT1	[지상] 1/2층	판교119안전센터
01232970670 (6286)	우리넷	37.351	127.116	"경기도 성남시 분당구 돌마로 138 (구미동, 분당소방서)"	SKT1	[지상] 1/4층	구미119안전센터
01232970676 (6287)	우리넷	37.351	127.116	"경기도 성남시 분당구 돌마로 138 (구미동, 분당소방서)"	SKT1	[지상] 2/3층	구미119안전센터
01232970617 (6289)	우리넷	37.406	126.971	경기도 안양시 동안구 동편로13번길 6 (관양동)	SKT2	[지상] 2/2층	관양119안전센터
01232970765 (6290)	우리넷	37.408	126.909	경기도 안양시 만안구 석수동 295-14 석수119안전센터	SKT2	[지상] 1/2층	석수119안전센터
01232970675 (6291)	우리넷	37.408	126.909	경기도 안양시 만안구 석수동 295-14 석수119안전센터	SKT1	[지상] 1/2층	석수119안전센터
01232970720 (6293)	우리넷	37.407	126.884	"경기도 안양시 만안구 오리로 38 (박달동, 안양박달119안전센터)"	SKT1	[지상] 2/3층	박달119안전센터
01232970548 (6294)	우리넷	37.395	126.96	"경기도 안양시 동안구 관평로212번길 32 (관양동, 안양소방서)"	SKT1	[지상] 1/3층	부림119안전센터
01232970776 (6295)	우리넷	37.395	126.96	경기 안양시 동안구 관양동 1592-1	SKT1	[지상] 1/3층	부림119안전센터
01232970845 (6297)	우리넷	37.39	126.925	"경기도 안양시 만안구 현충로 55 (안양동, 안양119안전센터)"	SKT1	[지상] 2/3층	안양119안전센터
01231329775 (6298)	우리넷	37.381	126.961	"경기도 안양시 동안구 평촌대로 104 (평촌동, 귀인119안전센터)"	SKT1	[지상] 1/2층	귀인119안전센터
01231329578 (6299)	우리넷	37.381	126.961	"경기도 안양시 동안구 평촌대로 104 (평촌동, 귀인119안전센터)"	SKT2	[지상] 2/2층	귀인119안전센터
01232970682 (6300)	우리넷	37.448	126.885	경기도 광명시 금하로 472 (소하동)	SKT1	[지상] 1/3층	소하119안전센터
01232970400 (6301)	우리넷	37.448	126.885	경기도 광명시 금하로 472 (소하동)	SKT2	[지상] 1/3층	소하119안전센터
01232971230 (6302)	우리넷	37.349	126.739	경기도 시흥시 정왕동 1800-1 시흥소방서	SKT1	[지상] 1/3층	시흥119안전센터
01232971023 (6303)	우리넷	37.349	126.739	경기도 시흥시 정왕동 1800-1 시흥소방서	SKT1	[지상] 1/3층	시흥119안전센터
01232973592 (6304)	엔티모아	37.321	126.832	경기 안산시 단원구 고잔동 515-1	SKT1	[지상] 1/4층	고잔119안전센터
01232970808 (6305)	우리넷	37.303	126.905	경기도 안산시 상록구 건지미길 48 (건건동)	SKT1	[지상] 1/3층	반월119안전센터
01231329979 (6307)	우리넷	37.344	126.974	"경기도 의왕시 오봉로 9 (고천동, 의왕소방서)"	SKT1	[지상] 1/3층	고천119안전센터
01232970309 (6308)	우리넷	37.327	126.952	경기 의왕시 삼동 417-2	SKT1	[지상] 2/3층	부곡119안전센터
01232970691 (6309)	우리넷	37.327	126.952	경기 의왕시 삼동 417-2	SKT1	[지상] 2/3층	부곡119안전센터
01231325912 (6310)	우리넷	37.284	127.028	"경기도 수원시 팔달구 경수대로 660 (우만동, 지만119안전센터)"	SKT1	[지상] 1/1층	지만119안전센터
01231329873 (6311)	우리넷	37.284	127.028	"경기도 수원시 팔달구 경수대로 660 (우만동, 지만119안전센터)"	SKT1	[지상] 1/1층	지만119안전센터
01232970073 (6312)	우리넷	37.27	127.01	경기 수원시 팔달구 매산로3가 43-1	SKT1	[지상] 1/3층	매산119안전센터
01232970488 (6313)	우리넷	37.27	127.01	경기 수원시 팔달구 매산로3가 43-1	SKT1	[지상] 1/3층	매산119안전센터
01227712386 (6314)	우리넷	37.278	127.109	경기도 용인시 기흥구 구갈동 390-6 구갈119안전센터	SKT2	[지상] 1/3층	구갈119안전센터
01232970854 (6315)	우리넷	37.278	127.109	경기도 용인시 기흥구 구갈동 390-6 구갈119안전센터	SKT2	[지상] 1/3층	구갈119안전센터
01231329865 (6316)	우리넷	37.245	127.105	경기도 용인시 기흥구 한보라1로 128 (공세동)	SKT1	[지상] 1/2층	기흥119안전센터
01227500636 (6317)	우리넷	37.245	127.105	경기도 용인시 기흥구 한보라1로 128 (공세동)	SKT1	[지상] 1/2층	기흥119안전센터
01232971100 (6318)	우리넷	37.123	127.116	"경기도 용인시 처인구 남사읍 천덕산로11번길 42 (남사읍, 경기도소방학교)"	SKT1	[지상] 1/3층	경기도소방학교 구급교육센터
01232971088 (6319)	우리넷	37.123	127.116	"경기도 용인시 처인구 남사읍 천덕산로11번길 42 (남사읍, 경기도소방학교)"	SKT1	[지상] 1/4층	경기도소방학교 본관 교육지원과
01232971121 (6320)	우리넷	37.23	127.288	"경기도 용인시 처인구 양지면 남평로 46 (양지면, 양지119안전센터)"	SKT1	[지상] 1/3층	양지119안전센터
01232970910 (6321)	우리넷	37.23	127.288	"경기도 용인시 처인구 양지면 남평로 46 (양지면, 양지119안전센터)"	SKT1	[지상] 1/3층	양지119안전센터
01231329848 (6322)	우리넷	37.243	127.497	"경기도 이천시 대월면 경충대로 1973 (대월면, 이천소방서 대월119안전센터)"	SKT1	[지상] 1/3층	대월119안전센터
01231329807 (6323)	우리넷	37.243	127.497	"경기도 이천시 대월면 경충대로 1973 (대월면, 이천소방서 대월119안전센터)"	SKT1	[지상] 2/3층	대월119안전센터
01232971128 (6325)	우리넷	37.281	127.431	경기도 이천시 관고동 218-2 이천소방서 관고119안전센터	SKT1	[지상] 1/4층	관고119안전센터
01232970657 (6326)	우리넷	37.127	127.521	경기도 이천시 설성면 설장로16번길 68-57	SKT1	[지상] 1/1층	설성119지역대
01231329668 (6328)	우리넷	36.977	127.26	"경기도 안성시 미양면 제2공단3길 8 (미양면, 미양119안전센터)"	SKT1	[지상] 1/3층	미양119안전센터
01231329778 (6329)	우리넷	36.977	127.26	"경기도 안성시 미양면 제2공단3길 8 (미양면, 미양119안전센터)"	SKT2	[지상] 2/3층	미양119안전센터
01232970769 (6330)	우리넷	37.089	127.062	"경기도 평택시 경기대로 1627 (신장동, 신장119안전센터)"	SKT1	[지상] 1/3층	신장119안전센터
01232970863 (6331)	우리넷	36.99	127.112	"경기도 평택시 중앙로 273 (비전동, 평택소방서 비전119안전센터)"	SKT1	[지상] 1/3층	비전119안전센터
01232970946 (6332)	우리넷	36.99	127.112	"경기도 평택시 중앙로 273 (비전동, 평택소방서 비전119안전센터)"	SKT1	[지상] 1/3층	비전119안전센터
01231307552 (6333)	엔티모아	37.422	126.709	인천광역시 남동구 남촌동 625-53 도림119안전센터	SKT1	[지상] 1/2층	도림119안전센터
01231321261 (6334)	엔티모아	37.405	126.729	"인천광역시 남동구 소래역로 109 (논현동, 논현119안전센터)"	SKT1	[지상] 1/4층	논현119안전센터
01231307760 (6335)	엔티모아	37.386	126.72	인천광역시 남동구 에코중앙로 86 (논현동)	SKT1	[지상] 1/3층	소래119안전센터
01231307453 (6336)	엔티모아	37.42	126.651	"인천광역시 연수구 청량로155번길 7 (옥련동, 옥련119안전센터)"	SKT1	[지상] 1/2층	옥련119안전센터
01231316272 (6337)	엔티모아	37.493	126.488	"인천광역시 중구 흰바위로27번길 16 (운서동, 운서119안전센터)"	SKT1	[지상] 1/3층	운서119안전센터
01231321357 (6338)	엔티모아	37.488	126.533	"인천광역시 중구 운남로 116 (운남동, 영종119안전센터)"	SKT2	[지상] 1/3층	운남119안전센터
01231307582 (6339)	엔티모아	37.485	126.414	"인천광역시 중구 제2터미널대로 268 (운서동, 인천영종소방서)"	SKT2	[지상] 1/1층	공항119안전센터
01231307641 (6340)	엔티모아	37.602	126.655	"인천광역시 서구 완정로 191 (왕길동, 검단119안전센터)"	SKT1	[지상] 1/1층	검단119안전센터
01231307352 (6341)	엔티모아	37.543	126.677	"인천광역시 서구 서곶로 292 (심곡동, 인천서부소방서)"	SKT1	[지상] 1/4층	연희119안전센터
01231321512 (6342)	엔티모아	37.712	126.458	"인천광역시 강화군 불은면 중앙로 505 (불은면, 인천강화소방서)"	SKT1	[지상] 1/3층	불은119안전센터
01232970542 (6343)	우리넷	37.869	128.264	강원 인제군 상남면 미산리 813	SKT1	[지상] 1/2층	상남119지역대
01232970486 (6344)	우리넷	37.869	128.264	강원 인제군 상남면 미산리 813	SKT1	[지상] 1/2층	상남119지역대
01231328872 (6345)	우리넷	37.868	128.018	"강원도 홍천군 두촌면 자은로 349 (두촌면, 두촌면사무소, 두촌119지역대)"	SKT1	[지상] 1/1층	홍천119안전센터 두촌지역대
01231329654 (6346)	우리넷	37.868	128.018	"강원도 홍천군 두촌면 자은로 349 (두촌면, 두촌면사무소, 두촌119지역대)"	SKT1	[지상] 1/1층	홍천119안전센터 두촌지역대
01232970135 (6347)	우리넷	37.714	128.187	강원도 홍천군 서석면 풍암길2길 9 (서석면)	SKT1	[지상] 1/3층	서석119안전센터
01231329711 (6349)	우리넷	37.582	128.147	"강원도 횡성군 청일면 청정로 813 (청일면, 청일119지역대)"	SKT1	[지상] 1/2층	청일119지역대
01232970865 (6350)	우리넷	37.744	128.884	강원 강릉시 내곡동 428-3	SKT1	[지상] 1/3층	내곡119안전센터
01232970895 (6351)	우리넷	37.744	128.884	강원도 강릉시 범일로 660 (내곡동)	SKT1	[지상] 2/3층	내곡119안전센터
01232970996 (6352)	우리넷	37.489	129.106	"강원도 동해시 효자남길 33-10 (동회동, 북삼119안전센터)"	SKT2	[지상] 1/2층	북삼119안전센터
01232970475 (6353)	우리넷	37.489	129.106	"강원도 동해시 효자남길 33-10 (동회동, 북삼119안전센터)"	SKT1	[지상] 2/2층	북삼119안전센터
01232970659 (6354)	우리넷	37.495	128.852	강원도 정선군 임계면 송계4길 9 (임계면)	SKT1	[지상] 1/2층	임계119안전센터
01231324202 (6355)	우리넷	37.495	128.852	강원도 정선군 임계면 송계4길 9 (임계면)	SKT1	[지상] 1/2층	임계119안전센터
01231329970 (6356)	우리넷	37.342	128.788	"강원도 정선군 화암면 그림바위길 12 (화암면, 화암119지역대)"	SKT1	[지상] 1/2층	화암119지역대
01231329749 (6357)	우리넷	37.342	128.788	"강원도 정선군 화암면 그림바위길 12 (화암면, 화암119지역대)"	SKT1	[지상] 1/2층	화암119지역대
01227587083 (6358)	우리넷	36.279	127.527	충청북도 옥천군 군서면 성왕로 540 (군서면)	SKT1	[지상] 2/2층	옥천119안전센터 군서지역대
01227587877 (6359)	우리넷	36.279	127.527	충청북도 옥천군 군서면 성왕로 540 (군서면)	SKT2	[지상] 2/2층	옥천119안전센터 군서지역대
01232970079 (6360)	우리넷	36.916	127.128	충청남도 천안시 서북구 성환읍 성환리 449-42 성환119안전센터	SKT1	[지상] 1/4층	성환119안전센터
01232970112 (6361)	우리넷	36.916	127.128	충청남도 천안시 서북구 성환읍 성환리 449-42 성환119안전센터	SKT2	[지상] 1/4층	성환119안전센터
01232970067 (6362)	우리넷	36.879	127.15	"충청남도 천안시 서북구 직산읍 삼은4길 2 (직산읍, 직산읍사무소,직산119지역대)"	SKT2	[지상] 1/2층	직산119안전센터
01232970052 (6363)	우리넷	36.879	127.15	"충청남도 천안시 서북구 직산읍 삼은4길 2 (직산읍, 직산읍사무소,직산119지역대)"	SKT2	[지상] 2/2층	직산119안전센터
01232970274 (6364)	우리넷	36.883	127.207	충남 천안시 서북구 성거읍 천흥리 315-7	SKT1	[지상] 1/2층	성거119안전센터
01232970355 (6365)	우리넷	36.883	127.207	"충청남도 천안시 서북구 성거읍 천흥8길 11 (성거읍, 성거119안전센터)"	SKT1	[지상] 1/2층	성거119안전센터
01232970198 (6366)	우리넷	36.909	127.227	충청남도 천안시 서북구 입장면 망향로 1107 (입장면)	SKT2	[지상] 1/3층	입장119안전센터
01232970070 (6367)	우리넷	36.909	127.227	충청남도 천안시 서북구 입장면 망향로 1107 (입장면)	SKT2	[지상] 1/3층	입장119안전센터
01232970058 (6368)	우리넷	36.827	127.146	충청남도 천안시 서북구 1공단2길 13 (성정동)	SKT2	[지상] 1/2층	두정119안전센터
01232970034 (6369)	우리넷	36.827	127.146	충청남도 천안시 서북구 1공단2길 13 (성정동)	SKT1	[지상] 1/2층	두정119안전센터
01231329957 (6370)	우리넷	36.817	127.107	충청남도 천안시 서북구 불당23로 62 (불당동)	SKT1	[지상] 1/3층	불당119안전센터
01231329833 (6371)	우리넷	36.817	127.107	충청남도 천안시 서북구 불당23로 62 (불당동)	SKT1	[지상] 2/3층	불당119안전센터
01232970103 (6372)	우리넷	36.797	127.118	"충청남도 천안시 서북구 월봉로 78 (쌍용동, 쌍용119안전센터)"	SKT1	[지상] 1/3층	쌍용119안전센터
01232970146 (6373)	우리넷	36.797	127.118	"충청남도 천안시 서북구 월봉로 78 (쌍용동, 쌍용119안전센터)"	SKT1	[지상] 1/3층	쌍용119안전센터
01232970608 (6374)	우리넷	36.931	127.042	충청남도 아산시 둔포면 충무로 1848 (둔포면)	SKT2	[지상] 1/3층	둔포119안전센터
01232971162 (6375)	우리넷	36.931	127.042	충청남도 아산시 둔포면 충무로 1848 (둔포면)	SKT1	[지상] 2/3층	둔포119안전센터
01231329815 (6376)	우리넷	36.786	127.025	"충청남도 아산시 모종로 77 (모종동, 아산소방서)"	SKT1	[지상] 1/3층	모종119안전센터
01227587260 (6377)	우리넷	36.786	127.025	"충청남도 아산시 모종로 77 (모종동, 아산소방서)"	SKT1	[지상] 2/3층	모종119안전센터
01231329561 (6378)	우리넷	36.791	126.861	충남 아산시 선장면 군덕리 434-13	SKT1	[지상] 2/2층	신창119안전센터 선장지역대
01232971110 (6379)	우리넷	36.791	126.861	충청남도 아산시 선장면 선장로 137 (선장면)	SKT2	[지상] 1/2층	신창119안전센터 선장지역대
01232970374 (6380)	우리넷	36.899	126.505	"충청남도 당진시 대호지면 대호로 7 (대호지면, 소방대)"	SKT1	[지상] 2/3층	당진119안전센터 대호지지역대
01232970323 (6381)	우리넷	36.899	126.505	"충청남도 당진시 대호지면 대호로 7 (대호지면, 소방대)"	SKT1	[지상] 2/3층	당진119안전센터 대호지지역대
01232970395 (6382)	우리넷	36.709	126.542	충청남도 서산시 해미면 성지3길 29 (해미면)	SKT1	[지상] 1/2층	해미119안전센터
01232970453 (6383)	우리넷	36.773	126.444	"충청남도 서산시 호수공원14로 26-4 (예천동, 서산소방서)"	SKT1	[지상] 1/3층	서산 119구조구급센터
01231329665 (6384)	우리넷	36.773	126.444	"충청남도 서산시 호수공원14로 26-4 (예천동, 서산소방서)"	SKT1	[지상] 1/3층	예천119안전센터
01232970157 (6386)	우리넷	36.594	126.294	"충청남도 태안군 남면 곰섬로 236-49 (남면, 한서대학교항공학부)"	SKT1	[지상] 2/2층	충남소방 119특수구조단 항공대
01232970342 (6387)	우리넷	36.515	126.348	"충청남도 태안군 안면읍 장터로 77 (안면읍, 안면소방파출소)"	SKT2	[지상] 1/3층	안면119안전센터
01232970283 (6388)	우리넷	36.408	126.422	충남 태안군 고남면 고남리 119	SKT1	[지상] 1/2층	고남면119지역대
01232970938 (6390)	우리넷	36.599	126.554	충청남도 홍성군 갈산면 갈산로150번길 16 (갈산면)	SKT1	[지상] 1/3층	갈산119안전센터
01232970268 (6392)	우리넷	36.584	126.515	"충청남도 홍성군 서부면 서부로 580 (서부면, 서부의용소방대)"	SKT2	[지상] 1/2층	서부119지역대
01232970258 (6393)	우리넷	36.584	126.515	"충청남도 홍성군 서부면 서부로 580 (서부면, 서부의용소방대)"	SKT1	[지상] 2/2층	서부119지역대
01232970288 (6394)	우리넷	36.647	126.677	"충청남도 홍성군 홍북읍 의향로 133 (홍북읍, 내포신도시119안전센터)"	SKT1	[지상] 1/3층	내포119안전센터
01232971032 (6395)	우리넷	36.647	126.677	"충청남도 홍성군 홍북읍 의향로 133 (홍북읍, 내포신도시119안전센터)"	SKT1	[지상] 1/3층	내포119안전센터
01232970063 (6396)	우리넷	36.503	126.693	"충청남도 홍성군 장곡면 홍남동로 501-13 (장곡면, 장곡면의용소방대)"	SKT1	[지상] 2/2층	장곡119지역대
01232970594 (6397)	우리넷	36.503	126.693	"충청남도 홍성군 장곡면 홍남동로 501-13 (장곡면, 장곡면의용소방대)"	SKT1	[지상] 2/2층	장곡119지역대
01232970317 (6398)	우리넷	36.688	126.738	충남 예산군 삽교읍 두리 577-5	SKT1	[지상] 1/4층	삽교119안전센터
01232970502 (6399)	우리넷	36.688	126.738	"충청남도 예산군 삽교읍 삽교로1길 34 (삽교읍, 삽교119안전센터(의용소방대))"	SKT2	[지상] 2/4층	삽교119안전센터
01232970127 (6400)	우리넷	36.143	127.368	"충청남도 금산군 진산면 읍내로 47-1 (진산면, 진산면의용소방대)"	SKT1	[지상] 2/3층	복진119안전센터
01231329690 (6401)	우리넷	36.473	126.523	"충청남도 보령시 천북면 홍보로 399-9 (천북면, 천북의용소방대)"	SKT1	[지상] 1/2층	천북119지역대
01232970961 (6402)	우리넷	36.163	126.531	"충청남도 서천군 서면 부사로 153 (서면, 서천소방서 서면119안전센터)"	SKT2	[지상] 1/3층	서면119안전센터
01231315588 (6403)	엔티모아	36.372	127.429	"대전광역시 대덕구 계족로 682 (법동, 대전대덕소방서)"	SKT1	[지상] 3/3층	대덕소방서
01227579575 (6404)	우리넷	36.542	129.395	경상북도 영덕군 영해면 벌영리 563-6 영해119안전센터	SKT1	[지상] 1/3층	영해119안전센터
01231326138 (6405)	우리넷	36.542	129.395	"경상북도 영덕군 영해면 창수영해로 481 (영해면, 영해119안전센터)"	SKT1	[지상] 1/2층	영해119안전센터
01232970672 (6406)	우리넷	36.51	128.299	"경상북도 예천군 풍양면 낙상1길 60-4 (풍양면, 예천소방서 풍양119지역대)"	SKT1	[지상] 1/2층	풍양119지역대
01231329789 (6408)	우리넷	36.775	128.315	경상북도 문경시 동로면 적성큰마길 3 (동로면) 동로119지역대	SKT2	[지상] 1/1층	동로119지역대
01231329719 (6409)	우리넷	36.775	128.315	경상북도 문경시 동로면 적성큰마길 3 (동로면) 동로119지역대	SKT1	[지상] 1/1층	동로119지역대
01231329122 (6410)	우리넷	36.656	128.265	"경상북도 문경시 산북면 강동로 57-1 (산북면, 산북119지역대)"	SKT1	[지상] 1/2층	산북119지역대
01231329636 (6411)	우리넷	36.656	128.265	"경상북도 문경시 산북면 강동로 57-1 (산북면, 산북119지역대)"	SKT2	[지상] 1/2층	산북119지역대
01231324510 (6412)	우리넷	36.61	128.209	"경상북도 문경시 중앙로 305 (흥덕동, 문경소방서)"	SKT2	[지상] 1/4층	점촌119안전센터
01231329820 (6413)	우리넷	36.61	128.209	"경상북도 문경시 중앙로 305 (흥덕동, 문경소방서)"	SKT2	[지상] 1/4층	점촌119안전센터
01231329012 (6414)	우리넷	36.419	128.159	"경상북도 상주시 상산로 322 (서성동, 상주소방서)"	SKT1	[지상] 3/3층	상주소방서
01231329710 (6415)	우리넷	36.419	128.159	경북 상주시 서성동 55-1	SKT1	[지상] 1/3층	상주소방서
01232970124 (6416)	우리넷	36.455	128.35	경상북도 의성군 다인면 서부로 2846 (다인면)	SKT1	[지상] 1/2층	다인119지역대
01227587236 (6417)	우리넷	36.455	128.35	경상북도 의성군 다인면 서부로 2846 (다인면)	SKT1	[지상] 1/2층	다인119지역대
01231329588 (6418)	우리넷	36.382	128.441	경상북도 의성군 안계면 안계길 100 (안계면)	SKT1	[지상] 1/3층	안계119안전센터
01231329400 (6419)	우리넷	36.382	128.441	경상북도 의성군 안계면 안계길 100 (안계면)	SKT2	[지상] 1/3층	안계119안전센터
01231328954 (6420)	우리넷	36.31	128.598	"경상북도 의성군 봉양면 경북대로 4741 (봉양면, 의성소방서)"	SKT1	[지상] 1/3층	봉양119안전센터
01231329803 (6421)	우리넷	36.31	128.598	"경상북도 의성군 봉양면 경북대로 4741 (봉양면, 의성소방서)"	SKT2	[지상] 1/3층	봉양119안전센터
01232970408 (6422)	우리넷	35.978	129.378	경북 포항시 남구 호동 626-1	SKT2	[지상] 1/3층	제철119안전센터
01232970420 (6423)	우리넷	35.978	129.378	"경상북도 포항시 남구 철강로 360 (호동, 제철119안전센터)"	SKT2	[지상] 1/3층	제철119안전센터
01232970348 (6424)	우리넷	35.962	129.409	"경상북도 포항시 남구 오천읍 해병로 369 (오천읍, 오천의용소방대)"	SKT1	[지상] 1/3층	오천119안전센터
01232970482 (6425)	우리넷	35.962	129.409	"경상북도 포항시 남구 오천읍 해병로 369 (오천읍, 오천의용소방대)"	SKT1	[지상] 1/3층	오천119안전센터
01232970216 (6426)	우리넷	35.875	129.217	경상북도 경주시 황성동 1069-1 경주소방서	SKT1	[지상] 1/2층	용황119안전센터
01232970473 (6427)	우리넷	35.875	129.217	경상북도 경주시 황성동 1069-1 경주소방서	SKT2	[지상] 1/2층	용황119안전센터
01231329991 (6428)	우리넷	35.638	128.617	경북 청도군 풍각면 송서리 501-10	SKT1	[지상] 1/2층	풍각119안전센터
01231329926 (6429)	우리넷	35.638	128.617	경북 청도군 풍각면 송서리 501-10	SKT1	[지상] 1/2층	풍각119안전센터
01231329720 (6430)	우리넷	35.977	128.957	경북 영천시 조교동 566	SKT1	[지상] 1/2층	동부119안전센터
01231329610 (6431)	우리넷	35.977	128.957	경북 영천시 조교동 566	SKT2	[지상] 1/3층	동부119안전센터
01231329763 (6432)	우리넷	36.154	128.582	"경상북도 군위군 효령면 중리길 7-32 (효령면, 소방서)"	SKT1	[지상] 1/2층	효령지역대
